1001,Armani,Jeans,7,2000,15500,6
1006,Dior,Pant Suit,12,2000,6000,8
1011,Valentino,Hand Bag,2,3500,20500,7
1016,Louis Vuitton,Hand Bag,1,4500,6000,6
1021,Gucci,Dress,15,4500,10000,9
1026,Burberry,Hand Bag,11,500,10000,9
1031,Saint Laurent,Suit,4,4500,15500,7
1036,Armani,Accessories,14,500,20500,4
1041,Dior,Hand Bag,12,2000,15500,4
1046,Valentino,Dress,10,4500,15500,10
1051,Louis Vuitton,Jeans,8,2000,6000,1
1056,Gucci,Hand Bag,7,3500,20500,6
1061,Burberry,Dress,11,4500,20500,9
1066,Saint Laurent,Accessories,6,2000,2500,2
1071,Armani,Hand Bag,1,3500,20500,12
1076,Dior,Accessories,10,4500,20500,1
1081,Valentino,Jeans,9,2000,6000,1
1086,Louis Vuitton,Jeans,14,2000,15500,2
1091,Gucci,Suit,0,1000,15500,5
1096,Burberry,Jeans,5,1200,15500,7
1101,Saint Laurent,Jeans,9,2000,2500,11
1106,Armani,Suit,11,2000,10000,12
1111,Dior,Pant Suit,10,3500,2500,10
1116,Valentino,Jeans,9,1000,2500,7
1121,Louis Vuitton,Suit,7,2000,5000,10
1126,Gucci,Pant Suit,1,1200,15500,6
1131,Burberry,Accessories,9,500,15500,5
1136,Saint Laurent,Accessories,9,3500,2500,5
1141,Armani,Suit,3,3500,10000,3
1146,Dior,Dress,10,1200,15500,11
1151,Valentino,Hand Bag,9,2000,5000,6
1156,Louis Vuitton,Dress,11,2000,10000,11
1161,Gucci,Jeans,6,2000,6000,4
1166,Burberry,Dress,15,1200,5000,11
1171,Saint Laurent,Suit,14,2000,15500,8
1176,Armani,Suit,15,4500,10000,11
1181,Dior,Pant Suit,13,1000,15500,5
1186,Valentino,Jeans,9,500,20500,2
1191,Louis Vuitton,Pant Suit,3,500,20500,1
1196,Gucci,Dress,11,3500,5000,2
1201,Burberry,Hand Bag,2,1200,15500,2
1206,Saint Laurent,Dress,8,1000,6000,6
1211,Armani,Dress,14,500,10000,8
1216,Dior,Jeans,4,1200,15500,8
1221,Valentino,Suit,8,3500,10000,7
1226,Louis Vuitton,Suit,8,3500,2500,2
1231,Gucci,Suit,15,500,6000,10
1236,Burberry,Suit,2,2000,6000,8
1241,Saint Laurent,Suit,11,500,20500,8
1246,Armani,Dress,5,500,2500,2
1251,Dior,Dress,2,1200,10000,11
1256,Valentino,Dress,1,500,20500,11
1261,Louis Vuitton,Dress,0,500,20500,6
1266,Gucci,Suit,12,2000,5000,10
1271,Burberry,Accessories,10,1000,5000,11
1276,Saint Laurent,Jeans,6,2000,10000,11
1281,Armani,Dress,12,500,20500,7
1286,Dior,Dress,14,2000,2500,11
1291,Valentino,Dress,13,4500,20500,6
1296,Louis Vuitton,Hand Bag,7,3500,15500,11
1301,Gucci,Jeans,5,1000,6000,7
1306,Burberry,Suit,14,2000,10000,7
1311,Saint Laurent,Hand Bag,0,4500,20500,11
1316,Armani,Suit,4,1200,15500,12
1321,Dior,Jeans,7,2000,10000,5
1326,Valentino,Pant Suit,8,3500,15500,5
1331,Louis Vuitton,Hand Bag,13,2000,20500,8
1336,Gucci,Accessories,10,500,15500,1
1341,Burberry,Pant Suit,12,500,20500,9
1346,Saint Laurent,Jeans,10,1200,6000,6
1351,Armani,Hand Bag,3,500,6000,3
1356,Dior,Jeans,7,500,20500,10
1361,Valentino,Suit,7,3500,5000,9
1366,Louis Vuitton,Dress,15,3500,6000,3
1371,Gucci,Suit,12,1200,2500,11
1376,Burberry,Accessories,4,2000,15500,12
1381,Saint Laurent,Jeans,2,4500,5000,6
1386,Armani,Dress,15,1000,5000,10
1391,Dior,Hand Bag,9,3500,6000,12
1396,Valentino,Jeans,1,1000,20500,8
1401,Louis Vuitton,Hand Bag,5,1000,6000,11
1406,Gucci,Accessories,6,1000,15500,4
1411,Burberry,Jeans,13,1200,20500,1
1416,Saint Laurent,Dress,12,1200,6000,3
1421,Armani,Suit,2,2000,15500,9
1426,Dior,Suit,10,2000,5000,9
1431,Valentino,Jeans,1,1000,2500,9
1436,Louis Vuitton,Accessories,7,2000,15500,8
1441,Gucci,Accessories,5,1200,15500,4
1446,Burberry,Hand Bag,7,500,5000,12
1451,Saint Laurent,Suit,7,500,5000,7
1456,Armani,Pant Suit,15,1200,15500,7
1461,Dior,Dress,13,2000,6000,12
1466,Valentino,Jeans,9,1200,10000,8
1471,Louis Vuitton,Jeans,3,2000,10000,3
1476,Gucci,Jeans,5,4500,15500,11
1481,Burberry,Dress,3,4500,6000,12
1486,Saint Laurent,Jeans,1,3500,5000,1
1491,Armani,Jeans,2,1000,15500,1
1496,Dior,Accessories,11,500,6000,10
1501,Valentino,Suit,3,4500,10000,5
1506,Louis Vuitton,Jeans,7,4500,6000,3
1511,Gucci,Accessories,10,500,5000,4
1516,Burberry,Jeans,10,1200,6000,8
1521,Saint Laurent,Suit,6,1000,20500,12
1526,Armani,Pant Suit,2,1000,2500,5
1531,Dior,Dress,13,3500,6000,12
1536,Valentino,Dress,3,500,15500,7
1541,Louis Vuitton,Dress,2,1000,20500,1
1546,Gucci,Suit,14,1000,6000,10
1551,Burberry,Pant Suit,6,2000,2500,12
1556,Saint Laurent,Accessories,11,4500,2500,7
1561,Armani,Accessories,15,1200,20500,12
1566,Dior,Pant Suit,8,1200,6000,3
1571,Valentino,Dress,8,4500,2500,9
1576,Louis Vuitton,Pant Suit,15,500,20500,8
1581,Gucci,Jeans,15,4500,5000,4
1586,Burberry,Pant Suit,1,500,10000,4
1591,Saint Laurent,Pant Suit,7,4500,5000,4
1596,Armani,Jeans,4,1200,6000,7
1601,Dior,Hand Bag,5,2000,6000,6
1606,Valentino,Jeans,12,1200,20500,7
1611,Louis Vuitton,Pant Suit,9,1200,6000,10
1616,Gucci,Suit,6,500,6000,6
1621,Burberry,Dress,6,3500,15500,11
1626,Saint Laurent,Hand Bag,8,2000,15500,10
1631,Armani,Suit,5,4500,2500,12
1636,Dior,Dress,11,1000,2500,9
1641,Valentino,Suit,14,1200,10000,12
1646,Louis Vuitton,Hand Bag,7,1000,20500,1
1651,Gucci,Hand Bag,11,1200,10000,3
1656,Burberry,Hand Bag,10,3500,20500,8
1661,Saint Laurent,Pant Suit,1,1000,10000,10
1666,Armani,Suit,6,1000,20500,4
1671,Dior,Accessories,10,4500,20500,6
1676,Valentino,Jeans,2,500,20500,11
1681,Louis Vuitton,Jeans,12,3500,2500,12
1686,Gucci,Suit,0,3500,15500,5
1691,Burberry,Hand Bag,14,3500,6000,12
1696,Saint Laurent,Accessories,3,3500,15500,1
1701,Armani,Suit,9,1000,5000,10
1706,Dior,Hand Bag,2,1200,2500,11
1711,Valentino,Hand Bag,8,500,20500,7
1716,Louis Vuitton,Pant Suit,0,2000,6000,11
1721,Gucci,Jeans,1,3500,5000,3
1726,Burberry,Dress,9,4500,20500,8
1731,Saint Laurent,Jeans,11,3500,5000,7
1736,Armani,Jeans,12,1000,2500,9
1741,Dior,Hand Bag,5,1000,10000,5
1746,Valentino,Pant Suit,3,2000,10000,8
1751,Louis Vuitton,Pant Suit,3,500,2500,10
1756,Gucci,Suit,9,1000,2500,4
1761,Burberry,Suit,9,1000,2500,8
1766,Saint Laurent,Pant Suit,13,4500,6000,1
1771,Armani,Suit,15,3500,5000,8
1776,Dior,Accessories,2,2000,6000,10
1781,Valentino,Jeans,6,4500,15500,1
1786,Louis Vuitton,Suit,8,500,5000,10
1791,Gucci,Dress,5,3500,10000,8
1796,Burberry,Suit,5,500,20500,12
1801,Saint Laurent,Jeans,0,1000,15500,7
1806,Armani,Hand Bag,14,3500,10000,12
1811,Dior,Hand Bag,9,3500,15500,4
1816,Valentino,Jeans,14,500,10000,10
1821,Louis Vuitton,Suit,1,1000,20500,5
1826,Gucci,Hand Bag,1,1200,15500,4
1831,Burberry,Suit,13,1000,6000,7
1836,Saint Laurent,Pant Suit,5,1200,10000,3
1841,Armani,Jeans,3,500,5000,11
1846,Dior,Suit,5,2000,6000,8
1851,Valentino,Pant Suit,5,1200,15500,11
1856,Louis Vuitton,Pant Suit,0,500,20500,3
1861,Gucci,Pant Suit,2,4500,6000,2
1866,Burberry,Jeans,12,500,5000,8
1871,Saint Laurent,Accessories,11,1000,6000,4
1876,Armani,Suit,2,4500,5000,2
1881,Dior,Pant Suit,2,1200,10000,3
1886,Valentino,Jeans,3,4500,15500,10
1891,Louis Vuitton,Jeans,4,3500,15500,9
1896,Gucci,Accessories,2,3500,6000,3
1901,Burberry,Dress,4,1000,6000,5
1906,Saint Laurent,Pant Suit,15,1000,10000,7
1911,Armani,Pant Suit,4,1200,6000,7
1916,Dior,Jeans,14,500,5000,8
1921,Valentino,Suit,10,1000,2500,6
1926,Louis Vuitton,Pant Suit,15,4500,2500,5
1931,Gucci,Jeans,15,4500,15500,7
1936,Burberry,Jeans,11,500,5000,3
1941,Saint Laurent,Dress,1,3500,2500,8
1946,Armani,Accessories,1,4500,20500,3
1951,Dior,Accessories,9,1000,10000,9
1956,Valentino,Jeans,8,3500,2500,3
1961,Louis Vuitton,Dress,6,3500,6000,9
1966,Gucci,Pant Suit,0,500,20500,12
1971,Burberry,Jeans,15,4500,20500,1
1976,Saint Laurent,Jeans,7,4500,10000,1
1981,Armani,Dress,3,4500,6000,9
1986,Dior,Dress,0,500,5000,11
1991,Valentino,Jeans,13,3500,20500,5
1996,Louis Vuitton,Accessories,5,1000,6000,7
2001,Gucci,Jeans,4,500,6000,3
2006,Burberry,Suit,0,500,10000,10
2011,Saint Laurent,Suit,1,4500,10000,11
2016,Armani,Jeans,3,500,6000,11
2021,Dior,Accessories,14,1000,6000,12
2026,Valentino,Accessories,15,500,10000,4
2031,Louis Vuitton,Accessories,13,1200,5000,7
2036,Gucci,Pant Suit,4,3500,2500,6
2041,Burberry,Dress,5,3500,6000,1
2046,Saint Laurent,Accessories,4,500,10000,9
2051,Armani,Dress,4,3500,6000,12
2056,Dior,Accessories,13,1000,15500,3
2061,Valentino,Suit,5,1200,5000,3
2066,Louis Vuitton,Suit,8,500,10000,6
2071,Gucci,Pant Suit,10,1200,2500,3
2076,Burberry,Pant Suit,4,3500,15500,4
2081,Saint Laurent,Suit,14,3500,5000,8
2086,Armani,Dress,4,2000,6000,9
2091,Dior,Dress,3,500,15500,7
2096,Valentino,Suit,7,1000,2500,4
2101,Louis Vuitton,Accessories,8,2000,10000,9
2106,Gucci,Dress,13,3500,15500,5
2111,Burberry,Suit,11,1000,2500,10
2116,Saint Laurent,Dress,15,3500,5000,11
2121,Armani,Hand Bag,9,2000,20500,5
2126,Dior,Dress,9,1000,10000,7
2131,Valentino,Dress,15,2000,5000,7
2136,Louis Vuitton,Suit,11,2000,2500,1
2141,Gucci,Accessories,6,500,10000,2
2146,Burberry,Jeans,13,1000,10000,6
2151,Saint Laurent,Suit,2,500,2500,4
2156,Armani,Jeans,2,1200,10000,6
2161,Dior,Suit,12,1000,6000,2
2166,Valentino,Dress,14,1000,6000,3
2171,Louis Vuitton,Accessories,8,1000,20500,6
2176,Gucci,Jeans,4,1200,5000,4
2181,Burberry,Pant Suit,3,1200,15500,11
2186,Saint Laurent,Hand Bag,3,4500,6000,4
2191,Armani,Pant Suit,4,1000,6000,3
2196,Dior,Accessories,9,4500,15500,2
2201,Valentino,Accessories,8,1200,20500,7
2206,Louis Vuitton,Dress,14,2000,5000,10
2211,Gucci,Dress,3,1200,20500,6
2216,Burberry,Dress,12,4500,6000,4
2221,Saint Laurent,Accessories,2,1200,10000,9
2226,Armani,Suit,10,2000,15500,7
2231,Dior,Suit,7,4500,20500,6
2236,Valentino,Accessories,5,2000,6000,10
2241,Louis Vuitton,Suit,13,2000,2500,6
2246,Gucci,Jeans,9,1200,20500,8
2251,Burberry,Jeans,15,4500,2500,11
2256,Saint Laurent,Pant Suit,8,4500,5000,2
2261,Armani,Suit,4,500,6000,8
2266,Dior,Accessories,13,2000,10000,10
2271,Valentino,Jeans,1,500,20500,4
2276,Louis Vuitton,Jeans,6,1000,20500,12
2281,Gucci,Pant Suit,14,500,5000,10
2286,Burberry,Pant Suit,1,500,2500,2
2291,Saint Laurent,Suit,11,1200,6000,7
2296,Armani,Suit,9,1000,20500,6
2301,Dior,Jeans,0,2000,2500,4
2306,Valentino,Dress,5,500,6000,1
2311,Louis Vuitton,Jeans,15,1200,15500,4
2316,Gucci,Dress,8,1200,6000,5
2321,Burberry,Suit,15,500,6000,6
2326,Saint Laurent,Pant Suit,0,500,5000,11
2331,Armani,Hand Bag,12,500,20500,4
2336,Dior,Hand Bag,4,1000,20500,10
2341,Valentino,Hand Bag,10,1200,2500,12
2346,Louis Vuitton,Pant Suit,4,1200,6000,11
2351,Gucci,Pant Suit,9,1000,20500,10
2356,Burberry,Jeans,12,3500,15500,1
2361,Saint Laurent,Accessories,2,2000,20500,2
2366,Armani,Dress,8,1200,20500,7
2371,Dior,Pant Suit,10,500,20500,3
2376,Valentino,Accessories,5,4500,20500,3
2381,Louis Vuitton,Jeans,11,4500,2500,9
2386,Gucci,Jeans,3,4500,6000,1
2391,Burberry,Accessories,7,1200,2500,10
2396,Saint Laurent,Dress,9,1200,20500,12
2401,Armani,Suit,12,1000,20500,2
2406,Dior,Accessories,8,2000,20500,6
2411,Valentino,Suit,2,2000,2500,11
2416,Louis Vuitton,Accessories,14,3500,5000,2
2421,Gucci,Hand Bag,7,3500,15500,2
2426,Burberry,Pant Suit,6,1200,10000,3
2431,Saint Laurent,Suit,5,500,5000,10
2436,Armani,Suit,9,1200,10000,8
2441,Dior,Hand Bag,10,500,20500,7
2446,Valentino,Hand Bag,8,4500,10000,5
2451,Louis Vuitton,Jeans,11,500,2500,9
2456,Gucci,Jeans,14,500,15500,10
2461,Burberry,Dress,14,2000,6000,12
2466,Saint Laurent,Accessories,7,1000,6000,10
2471,Armani,Accessories,8,4500,2500,3
2476,Dior,Hand Bag,9,2000,2500,3
2481,Valentino,Accessories,15,3500,6000,3
2486,Louis Vuitton,Hand Bag,7,2000,6000,5
2491,Gucci,Jeans,8,1200,10000,10
2496,Burberry,Suit,1,4500,15500,9
2501,Saint Laurent,Accessories,14,1200,20500,7
2506,Armani,Pant Suit,5,1000,10000,3
2511,Dior,Accessories,0,1000,5000,11
2516,Valentino,Suit,9,4500,5000,12
2521,Louis Vuitton,Pant Suit,2,500,2500,6
2526,Gucci,Hand Bag,2,4500,2500,11
2531,Burberry,Jeans,2,1000,20500,12
2536,Saint Laurent,Jeans,2,500,5000,11
2541,Armani,Accessories,6,3500,5000,11
2546,Dior,Dress,12,3500,10000,3
2551,Valentino,Hand Bag,12,4500,20500,6
2556,Louis Vuitton,Suit,3,3500,15500,7
2561,Gucci,Dress,4,4500,2500,4
2566,Burberry,Hand Bag,6,1000,6000,3
2571,Saint Laurent,Hand Bag,15,500,2500,7
2576,Armani,Hand Bag,13,1200,6000,12
2581,Dior,Pant Suit,3,2000,15500,1
2586,Valentino,Suit,2,4500,2500,10
2591,Louis Vuitton,Suit,1,1000,15500,1
2596,Gucci,Dress,7,1200,2500,3
2601,Burberry,Jeans,2,3500,10000,5
2606,Saint Laurent,Pant Suit,0,500,2500,1
2611,Armani,Pant Suit,1,1000,2500,7
2616,Dior,Dress,11,3500,10000,6
2621,Valentino,Pant Suit,12,1000,5000,6
2626,Louis Vuitton,Suit,10,2000,10000,2
2631,Gucci,Pant Suit,1,4500,15500,10
2636,Burberry,Dress,3,500,2500,1
2641,Saint Laurent,Hand Bag,8,3500,2500,3
2646,Armani,Pant Suit,7,500,5000,5
2651,Dior,Accessories,14,4500,20500,6
2656,Valentino,Accessories,3,4500,6000,7
2661,Louis Vuitton,Dress,7,1000,6000,11
2666,Gucci,Accessories,1,1200,15500,6
2671,Burberry,Jeans,8,2000,5000,10
2676,Saint Laurent,Suit,3,4500,5000,4
2681,Armani,Dress,1,4500,5000,12
2686,Dior,Suit,9,1200,5000,5
2691,Valentino,Hand Bag,8,1000,10000,1
2696,Louis Vuitton,Jeans,9,3500,20500,6
2701,Gucci,Jeans,15,2000,6000,11
2706,Burberry,Dress,7,1000,5000,4
2711,Saint Laurent,Accessories,10,2000,2500,6
2716,Armani,Pant Suit,11,4500,2500,5
2721,Dior,Jeans,14,4500,10000,9
2726,Valentino,Suit,0,1200,5000,9
2731,Louis Vuitton,Dress,12,2000,2500,1
2736,Gucci,Hand Bag,12,500,15500,12
2741,Burberry,Suit,1,1200,6000,8
2746,Saint Laurent,Accessories,5,2000,20500,12
2751,Armani,Jeans,11,1000,2500,12
2756,Dior,Suit,10,3500,15500,9
2761,Valentino,Accessories,4,500,6000,7
2766,Louis Vuitton,Dress,4,3500,5000,12
2771,Gucci,Pant Suit,8,1200,15500,11
2776,Burberry,Accessories,0,500,5000,10
